gruppe,datum,coherence_C,window_n
andere,2026-01-12,0.9485673785040314,30
andere,2026-01-12,0.9485484050373072,30
andere,2026-01-12,0.949960567846168,30
andere,2026-01-12,0.9496427765402514,30
andere,2026-01-12,0.9498410645634865,30
andere,2026-01-12,0.9499394227075271,30
andere,2026-01-12,0.9497425951467526,30
andere,2026-01-12,0.9491093483700364,30
andere,2026-01-12,0.9495133605975008,30
andere,2026-01-12,0.9479683714104894,30
andere,2026-01-12,0.9458703535222176,30
andere,2026-01-12,0.9458188849230588,30
andere,2026-01-12,0.946007138321406,30
andere,2026-01-12,0.9589038755952147,30
andere,2026-01-12,0.9624662015917852,30
andere,2026-01-12,0.9626044245785762,30
andere,2026-01-12,0.9650869324922999,30
andere,2026-01-12,0.9639507020305015,30
andere,2026-01-12,0.9617250641640173,30
andere,2026-01-13,0.9577783763957021,30
andere,2026-01-13,0.9579901222539621,30
andere,2026-01-13,0.9567849181406034,30
andere,2026-01-13,0.9566962989160368,30
andere,2026-01-13,0.9601380420759189,30
andere,2026-01-13,0.9600090355831005,30
andere,2026-01-13,0.9602376086639228,30
andere,2026-01-13,0.9608126412270324,30
andere,2026-01-13,0.9608302101474457,30
andere,2026-01-13,0.9658847676915004,30
andere,2026-01-13,0.9620334796604697,30
andere,2026-01-13,0.9621345024838247,30
andere,2026-01-13,0.9610223495668748,30
andere,2026-01-13,0.9612199374998003,30
andere,2026-01-13,0.9615967376870321,30
andere,2026-01-13,0.9616408243491238,30
andere,2026-01-13,0.9607698199695265,30
andere,2026-01-13,0.9610606575640028,30
andere,2026-01-13,0.9609641718931405,30
andere,2026-01-13,0.9563274982147429,30
andere,2026-01-13,0.9571717934880956,30
andere,2026-01-13,0.9592149163695233,30
andere,2026-01-13,0.9592589617968936,30
andere,2026-01-13,0.959097405797056,30
andere,2026-01-13,0.959926516098493,30
andere,2026-01-13,0.960186409681258,30
andere,2026-01-13,0.9611062515690985,30
andere,2026-01-14,0.9606657826306502,30
andere,2026-01-14,0.9607353088627836,30
andere,2026-01-14,0.9621987400784473,30
andere,2026-01-14,0.9659123421439598,30
andere,2026-01-14,0.9655616661773961,30
andere,2026-01-14,0.9670943546980245,30
andere,2026-01-14,0.9670422359127087,30
andere,2026-01-14,0.9713673845771155,30
andere,2026-01-14,0.9699345556732648,30
andere,2026-01-14,0.9699280548919341,30
andere,2026-01-14,0.969831352720528,30
andere,2026-01-14,0.9696201805353061,30
andere,2026-01-14,0.9686687696816084,30
andere,2026-01-14,0.9720700876654847,30
andere,2026-01-14,0.9706605969044011,30
andere,2026-01-14,0.9708872315057901,30
andere,2026-01-14,0.9714311275529871,30
andere,2026-01-14,0.9715048190951475,30
andere,2026-01-14,0.9716396788369046,30
andere,2026-01-14,0.9705199092672203,30
andere,2026-01-14,0.9662230387626486,30
andere,2026-01-14,0.966415884613046,30
andere,2026-01-14,0.9705305284863777,30
andere,2026-01-14,0.9667231386738325,30
andere,2026-01-14,0.9650873623543477,30
andere,2026-01-14,0.9651409149017767,30
andere,2026-01-14,0.9639844404750018,30
andere,2026-01-14,0.9632354298295899,30
andere,2026-01-14,0.9609998894754374,30
andere,2026-01-14,0.9615932104367834,30
andere,2026-01-14,0.962015182863232,30
andere,2026-01-14,0.9635390437842531,30
andere,2026-01-14,0.9618400274944547,30
andere,2026-01-14,0.9622613815639804,30
andere,2026-01-14,0.9627051940880602,30
andere,2026-01-14,0.9623896543385557,30
andere,2026-01-14,0.9608855199299341,30
andere,2026-01-14,0.9610304154041717,30
andere,2026-01-15,0.9625648160269535,30
andere,2026-01-15,0.9619327980920472,30
andere,2026-01-15,0.9616630157917658,30
andere,2026-01-15,0.9623036896843835,30
andere,2026-01-15,0.9628327832500162,30
andere,2026-01-15,0.9630688344206825,30
andere,2026-01-15,0.964536546860721,30
andere,2026-01-15,0.9656485957801105,30
andere,2026-01-15,0.9652313361517522,30
andere,2026-01-15,0.9655076497401572,30
andere,2026-01-15,0.965218363399496,30
andere,2026-01-15,0.9653949362122699,30
andere,2026-01-15,0.9669380362468056,30
andere,2026-01-15,0.9668146549599238,30
andere,2026-01-15,0.9654198325990925,30
andere,2026-01-19,0.9693543509231588,30
andere,2026-01-19,0.9694627402225406,30
andere,2026-01-19,0.9701896556605699,30
andere,2026-01-19,0.9710913791777791,30
andere,2026-01-19,0.9710368895203256,30
andere,2026-01-19,0.9695782589210798,30
andere,2026-01-19,0.9693189072758405,30
andere,2026-01-19,0.9696124711628273,30
andere,2026-01-19,0.9682898045491474,30
andere,2026-01-19,0.9693456810699443,30
andere,2026-01-19,0.9691649999014985,30
andere,2026-01-19,0.9692666263868613,30
andere,2026-01-19,0.9688802081737358,30
andere,2026-01-19,0.970224378460163,30
andere,2026-01-19,0.9687348912700116,30
andere,2026-01-19,0.9634275251630059,30
andere,2026-01-19,0.9629121119913844,30
andere,2026-01-19,0.9629029607018391,30
andere,2026-01-19,0.9627872925253778,30
andere,2026-01-19,0.9630282953989626,30
andere,2026-01-19,0.9627162628564054,30
andere,2026-01-19,0.962558758143151,30
andere,2026-01-19,0.9609421526890367,30
andere,2026-01-19,0.9615861248395144,30
andere,2026-01-20,0.961576571984826,30
andere,2026-01-20,0.9598217623523934,30
andere,2026-01-20,0.9618678153835124,30
andere,2026-01-20,0.9649101857359071,30
andere,2026-01-20,0.9651760832339062,30
andere,2026-01-20,0.9663041881178659,30
andere,2026-01-20,0.9600556271610491,30
andere,2026-01-20,0.96130686907889,30
andere,2026-01-20,0.9613345035847302,30
andere,2026-01-20,0.960676259995911,30
andere,2026-01-20,0.9559125139870588,30
andere,2026-01-20,0.8961839069466435,30
andere,2026-01-20,0.8960251876565347,30
andere,2026-01-20,0.8956418764619637,30
andere,2026-01-20,0.8975646726077262,30
andere,2026-01-20,0.8977977209987293,30
andere,2026-01-20,0.8927238267516694,30
andere,2026-01-20,0.8912075365646663,30
andere,2026-01-20,0.8901393440431904,30
andere,2026-01-20,0.8903142071954344,30
andere,2026-01-21,0.8922882139271666,30
andere,2026-01-21,0.8955853297772145,30
andere,2026-01-21,0.8972865108519942,30
andere,2026-01-21,0.8898541319893524,30
andere,2026-01-21,0.8903101718760833,30
andere,2026-01-21,0.8909385769634264,30
andere,2026-01-21,0.8907148021201923,30
andere,2026-01-21,0.8885661925736389,30
andere,2026-01-21,0.8852604197301313,30
andere,2026-01-21,0.8850568707883187,30
andere,2026-01-21,0.8202838183430221,30
andere,2026-01-21,0.822593572086353,30
andere,2026-01-21,0.8219688942789851,30
andere,2026-01-21,0.8219555027418493,30
andere,2026-01-21,0.8214998058093671,30
andere,2026-01-21,0.8214201193923686,30
andere,2026-01-21,0.8262693080925367,30
andere,2026-01-21,0.8267640095914266,30
andere,2026-01-21,0.8262005656156238,30
andere,2026-01-21,0.826555286617208,30
andere,2026-01-21,0.8319857044312833,30
andere,2026-01-21,0.8926639240333377,30
andere,2026-01-21,0.8922464748862559,30
andere,2026-01-21,0.8928656935283157,30
andere,2026-01-21,0.8929928398689039,30
andere,2026-01-21,0.8930757153957535,30
andere,2026-01-21,0.8974920477908388,30
andere,2026-01-21,0.897620997437969,30
andere,2026-01-21,0.8993197546608351,30
andere,2026-01-21,0.8994027811848084,30
andere,2026-01-21,0.8990557962446173,30
andere,2026-01-21,0.9005881602943823,30
andere,2026-01-21,0.9005225860820244,30
