id,gruppe_id,teilnehmer_id,datum,thema,lehrkraft_id,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,delta_d_semantisch,polaritaetswechsel,dominanzwechsel,kipppunkt_kandidat
802,3,2,2025-09-03,Geometrie: rechtwDr,1,kognition,1.473212922878,1,3.1443711090881,0.46852238064275,0.23827174473619,0.28124665024161,0.42298258717174,0.3350072408433,0.40654256773133,0.43380449033815,0.6716351823468001,False,True,True
793,1,2,2025-09-15,Geometrie: rwDr,1,kognition,2.5299323006465,1,4.4248015064122,0.57176046866182,0.052169000706233,0.13681307367429,0.33444133727735,0.45024896048661,0.45411408885347,0.36173372051404,1.2804303973240998,False,False,True
794,1,2,2025-09-15,Geometrie: rwDr,1,kognition,2.5684402293092,1,4.7203348418297,0.54412131218651,0.034339382852549,0.145716218238,0.32815106372612,0.43803370736583,0.46050645028912,0.41218019240003,0.2955333354175007,False,False,True
795,1,2,2025-09-15,Geometrie: rwDr,1,motivation,2.0519663720169,1,4.2418067613595,0.35687517920945,0.29880068688514,0.34641805694199,0.4837470563814,0.35222911961893,0.45040191257754,0.32001503204027,-0.4785280804702001,False,True,True
796,1,2,2025-09-15,Geometrie: rwDr,1,regulation,1.0748847029185,1,2.1705909655679,0.41016065224904,0.049968981073429,0.032170610827381,0.39633397743253,0.46323979442207,0.45970750767414,0.49520143037311,-2.0712157957916,False,True,True
797,1,2,2025-09-15,Geometrie: rwDr,1,kognition,1.5921009565853,1,3.2676087905419,0.487235830934,0.3217676297975,0.077153240661545,0.42089421911035,0.40731311868329,0.40263476371624,0.3846263394302,1.097017824974,False,True,True
788,3,2,2025-09-17,Geometrie: SdP,1,performanz,1.988922705534,1,4.1345309576921,0.35129292884059,0.21311434101394,0.27236711854315,0.45754424948293,0.35979991748407,0.48105042999603,0.43217430996179,0.8669221671501997,False,True,True
789,3,2,2025-09-17,Geometrie: SdP,1,kognition,2.1474646536876,1,4.1684033499006,0.51517555324469,0.021235716399355,0.17812047079192,0.32411661689531,0.4551826878565,0.51140647421908,0.35865310683844,0.033872392208500024,False,True,True
790,3,2,2025-09-17,Geometrie: SdP,1,kognition,1.628635644424,1,3.1766681938078,0.51268512107983,0.22387537947476,0.28929848813247,0.40637796246605,0.35743108585166,0.47592781995218,0.2897007950665,-0.9917351560927998,False,False,True
791,3,2,2025-09-17,Geometrie: SdP,1,motivation,0.292,1,0.47720959755646,0.42538068645846,0.16763770894915,0.25145656342372,0.61187763766439,0.0,0.52386784046609,0.28079316248982,-2.6994585962513398,False,True,True
792,3,2,2025-09-17,Geometrie: SdP,1,kognition,1.6566860222492,1,2.4618609597996,0.67293779783815,0.0,0.25562377022792,0.15425123718291,0.44110365154733,0.5044428994776,0.094734207310967,1.9846513622431399,False,True,True
783,1,2,2025-09-22,Geometrie: SdP/HSatz,1,kognition,2.340692642289,1,4.0340534938675,0.58023197846223,0.023304726557337,0.19163855593931,0.29484982127906,0.44721093505122,0.49891575077313,0.30034394131757,1.5721925340679,False,False,True
784,1,2,2025-09-22,Geometrie: SdP/HSatz,1,kognition,2.1969604991137,1,3.9082087439743,0.56213857080057,0.033812121852611,0.13194589398309,0.32139828186305,0.47968884541538,0.45640853074794,0.35176006075289,-0.12584474989319983,False,False,True
785,1,2,2025-09-22,Geometrie: SdP/HSatz,1,performanz,2.1602420544193,1,4.0730731755336,0.50793164389237,0.029806912452068,0.14201670599099,0.36940497938456,0.35646034890973,0.5303702284784,0.41967456397547,0.16486443155929997,False,True,True
786,1,2,2025-09-22,Geometrie: SdP/HSatz,1,kognition,2.1505046567471,1,3.4817423048328,0.61765009927963,0.2872117004452,0.15603886664661,0.2872117004452,0.50103511698974,0.35272549844014,0.23177984225927,-0.5913308707008,False,True,True
787,1,2,2025-09-22,Geometrie: SdP/HSatz,1,performanz,1.5570911828289,1,2.5553402422033,0.44652012702407,0.031112132778026,0.17952669910686,0.37349850335762,0.31353891804787,0.60934550462497,0.39787487959923,-0.9264020626295002,False,True,True
779,3,2,2025-09-24,Geometrie: SdP/HS,1,kognition,2.7431027601632,1,4.4247995695105,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918,1.8694593273072004,False,True,True
780,3,2,2025-09-24,Geometrie: SdP/HS,1,kognition,1.8941985677148,1,3.5717878102127,0.5303207707611,0.0025796929428273,0.21368847062502,0.26998418773395,0.48896612273076,0.52657343227264,0.289527119649,-0.8530117592978002,False,False,True
781,3,2,2025-09-24,Geometrie: SdP/HS,1,methodik,2.1006963532816,1,4.0258121877764,0.35511096938672,0.067184401701719,0.040745767506346,0.41140200825069,0.52180554810889,0.42027935861791,0.49954968560314,0.45402437756369984,False,True,True
782,3,2,2025-09-24,Geometrie: SdP/HS,1,regulation,2.3358286965014,1,4.766014081322,0.46034606997404,0.12046710266232,0.13530206615574,0.39610570126781,0.40717581938225,0.43859820175407,0.49010006173814,0.7402018935456001,False,True,True
774,1,2,2025-09-29,Geometrie: SdP/WinkelFkt,1,kognition,2.5299323006465,1,4.4248015064122,0.57176046866182,0.052169000706233,0.13681307367429,0.33444133727735,0.45024896048661,0.45411408885347,0.36173372051404,-0.3412125749098003,False,True,True
775,1,2,2025-09-29,Geometrie: SdP/WinkelFkt,1,performanz,1.4780206620485,1,3.1813676431278,0.43697363840821,0.31432923474525,0.046982968609961,0.43014855236104,0.39172434957001,0.46458510363938,0.39207451324792,-1.2434338632843995,False,True,True
776,1,2,2025-09-29,Geometrie: SdP/WinkelFkt,1,regulation,1.0959483968476,1,1.6538928464461,0.23508177141809,0.28196494490937,0.27712264868538,0.4160507871843,0.21827158758189,0.35858859808376,0.66264375758378,-1.5274747966817002,False,True,True
777,1,2,2025-09-29,Geometrie: SdP/WinkelFkt,1,kognition,2.5121830856213,1,3.7871671413033,0.66333920804053,0.0099062940681459,0.15823548746632,0.19922033617701,0.48493011934985,0.4232898110108,0.28428679681679,2.1332742948572,False,True,True
778,1,2,2025-09-29,Geometrie: SdP/WinkelFkt,1,kognition,1.9947276918836,1,3.6328672145636,0.54907655119392,-0.038482231806958,0.0054751174992369,0.39332409838053,0.42215120724975,0.47425318615247,0.37305094002933,-0.15429992673970006,False,False,True
770,3,2,2025-10-01,Geometrie: TrgFkt,1,kognition,1.8124059963247,1,2.7008782028216,0.67104073187158,0.0,0.13221920340388,0.18986342323182,0.46057081054162,0.46390437256253,0.26236264134944,-0.931989011742,False,False,True
771,3,2,2025-10-01,Geometrie: TrgFkt,1,kognition,1.8941985677148,1,3.5717878102127,0.5303207707611,0.0025796929428273,0.21368847062502,0.26998418773395,0.48896612273076,0.52657343227264,0.289527119649,0.8709096073911002,False,False,True
772,3,2,2025-10-01,Geometrie: TrgFkt,1,performanz,1.7576385021604,1,3.4507597507663,0.44464530526223,0.098341955792704,0.27435660761333,0.36291912005201,0.37409352724782,0.50934679190639,0.43156883465415,-0.12102805944640016,False,True,True
773,3,2,2025-10-01,Geometrie: TrgFkt,1,performanz,2.061049496361,1,4.1805161786248,0.49006663241819,0.040531893031969,0.13003042817653,0.36777609699608,0.43194466879972,0.49301198181686,0.41997963815352,0.7297564278585003,False,False,True
766,1,2,2025-10-13,Trigonometrie: Satz des Pythagoras und Co-/Sinus,12,kognition,1.6517086769815,1,3.1105149252108,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904,-1.070001253414,False,True,True
767,1,2,2025-10-13,Trigonometrie: Satz des Pythagoras und Co-/Sinus,12,kognition,2.1688746734496,1,3.1172442691244,0.69576444081953,0.0,0.16369007378504,0.15193693723741,0.48658802563816,0.43032265210642,0.20995395265513,0.006729343913599806,False,False,True
768,1,2,2025-10-13,Trigonometrie: Satz des Pythagoras und Co-/Sinus,12,kognition,1.8941985677148,1,3.5717878102127,0.5303207707611,0.0025796929428273,0.21368847062502,0.26998418773395,0.48896612273076,0.52657343227264,0.289527119649,0.4545435410883001,False,False,True
769,1,2,2025-10-13,Trigonometrie: Satz des Pythagoras und Co-/Sinus,12,performanz,1.8144280300528,1,3.648548811648,0.38885845163842,0.19199426251791,0.31575625939891,0.41583833205431,0.32791525199639,0.49729992682597,0.42949116716453,0.07676100143529974,False,True,True
761,1,2,2025-10-20,Geometrie: SdP,1,kognition,2.3310275582356,1,3.6813879930869,0.63319085918254,0.026149747064184,0.14669077169834,0.25844845876031,0.47775089783145,0.44131972317682,0.29505471879653,0.03283918143889997,False,True,True
762,1,2,2025-10-20,Geometrie: SdP,1,kognition,1.8767956837469,1,3.644316435302,0.51499110111725,0.10893645425238,0.17406012234356,0.29083577198318,0.41050812492958,0.47090042463132,0.46665300140837,-0.03707155778489968,False,False,True
763,1,2,2025-10-20,Geometrie: SdP,1,kognition,1.7353345284312,1,2.9900649591247,0.58036489123308,0.10643085034257,0.28652846723075,0.23051807041907,0.42718416964422,0.47692739623724,0.32658716896938,-0.6542514761773002,False,False,True
764,1,2,2025-10-20,Geometrie: SdP,1,kognition,1.9316956848234,1,3.8905038385904,0.49651428190865,0.053043559070364,0.10570725339821,0.35304187399171,0.46146449087851,0.44283837987998,0.45363742432729,0.9004388794657001,False,False,True
765,1,2,2025-10-20,Geometrie: SdP,1,kognition,2.1820491743331,1,4.4336617364237,0.49215397621954,0.1998670220788,0.11445072171214,0.39248883283008,0.46126862894737,0.42771883525212,0.39366803854352,0.5431578978332996,False,False,True
756,3,2,2025-10-22,Geometrie: SdP,1,kognition,2.4326861730502,1,4.9394420737157,0.49250122012423,0.065627662434388,0.11087900069211,0.40607281181281,0.40499815995921,0.44606679359696,0.46145761870759,0.5057803372920002,False,False,True
757,3,2,2025-10-22,Geometrie: SdP,1,kognition,2.7431027601632,1,4.4247995695105,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918,-0.5146425042051996,False,False,True
758,3,2,2025-10-22,Geometrie: SdP,1,kognition,1.8497956426329,1,2.9898402914902,0.61869172777574,0.26165124118264,0.37511761181132,0.32912105809137,0.40496483599092,0.3576085578641,0.088533564626579,-1.4349592780203002,False,False,True
759,3,2,2025-10-22,Geometrie: SdP,1,performanz,1.9577799980576,1,3.7807537621279,0.51042066750317,0.03083949094383,0.14821465789205,0.36597314714407,0.37761274092899,0.5178265877569,0.41457772698257,0.7909134706377001,False,True,True
760,3,2,2025-10-22,Geometrie: SdP,1,regulation,1.9611829425497,1,4.1066196583502,0.45479888547485,0.19603031562825,0.22223033496086,0.40278440644117,0.38328801363239,0.41003110509019,0.47756508516951,0.3258658962223002,False,True,True
751,0,2,2025-10-23,Geometrie: SdP,1,kognition,2.4410982889583,1,4.2776947265947,0.57065609830007,0.061680906507123,0.098417161158226,0.35536178558859,0.45537212052641,0.40162071683407,0.40732235788888,0.17107506824449992,False,True,True
752,0,2,2025-10-23,Geometrie: SdP,1,kognition,1.752927244018,1,3.2645506643148,0.53695655381115,0.12160901291853,0.19430850592622,0.27023992750622,0.42310320660401,0.44252841115942,0.45961902581514,-1.0131440622799004,False,False,True
753,0,2,2025-10-23,Geometrie: SdP,1,regulation,1.6593102589405,1,3.445161991689,0.35697457681494,0.30867452774446,-0.051124322883014,0.44905706607895,0.45666641004076,0.36400878395462,0.48163350420338,0.18061132737420005,False,True,True
754,0,2,2025-10-23,Geometrie: SdP,1,motivation,0.292,1,0.47720959755646,0.42538068645846,0.16763770894915,0.25145656342372,0.61187763766439,0.0,0.52386784046609,0.28079316248982,-2.96795239413254,False,True,True
755,0,2,2025-10-23,Geometrie: SdP,1,regulation,1.9411488061702,1,3.6709941375368,0.43631034728331,0.1180046765747,0.10514865737317,0.42125288148312,0.36060760730328,0.44446342445796,0.52877870289535,3.19378453998034,False,True,True
747,1,2,2025-10-27,Algebra: Terme SachA,1,kognition,2.5299323006465,1,4.4248015064122,0.57176046866182,0.052169000706233,0.13681307367429,0.33444133727735,0.45024896048661,0.45411408885347,0.36173372051404,0.7538073688753997,False,True,True
748,1,2,2025-10-27,Algebra: Terme SachA,1,kognition,2.5684402293092,1,4.7203348418297,0.54412131218651,0.034339382852549,0.145716218238,0.32815106372612,0.43803370736583,0.46050645028912,0.41218019240003,0.2955333354175007,False,False,True
749,1,2,2025-10-27,Algebra: Terme SachA,1,kognition,1.7197401550854,1,2.6745080662689,0.64300936186405,0.0086656749691408,0.11409784127781,0.22665812140119,0.51583615204378,0.42030259628855,0.28164331889844,-2.0458267755608004,False,False,True
750,1,2,2025-10-27,Algebra: Terme SachA,1,kognition,1.7810481523429,1,3.4485985759833,0.51645413305136,0.19987339821091,0.26136553149895,0.38073011467188,0.4730752660784,0.39683639254655,0.31428213854986,0.7740905097144002,False,False,True
743,3,2,2025-10-29,Algebra: Terme,1,kognition,1.919667488646,1,3.1988921097457,0.60010197961283,0.028359326892356,0.086449473354213,0.30337364378423,0.40429765756495,0.44207952411901,0.42504956153813,-0.2497064662376003,False,False,True
744,3,2,2025-10-29,Algebra: Terme,1,methodik,1.3071304723696,1,2.3428052989296,0.51447576205092,0.042683689169047,0.09160513239389,0.31116409404235,0.55793150786012,0.39453333050523,0.40165351508073,-0.8560868108160999,False,True,True
745,3,2,2025-10-29,Algebra: Terme,1,regulation,1.539769585776,1,2.8957199704337,0.47088581038576,0.15755269598282,0.14777939986544,0.33022333356776,0.43475917646087,0.38831659764443,0.5317379733254,0.5529146715041002,False,True,True
746,3,2,2025-10-29,Algebra: Terme,1,performanz,2.1602420544193,1,4.0730731755336,0.50793164389237,0.029806912452068,0.14201670599099,0.36940497938456,0.35646034890973,0.5303702284784,0.41967456397547,1.1773532050998998,False,True,True
738,1,2,2025-11-03,Geometrie: KrZyKeg,1,kognition,2.0547114305757,1,4.0202243037138,0.51109245764048,0.032870016624614,0.15348776998845,0.35931223423551,0.44420521406901,0.50173089465934,0.36875892782791,-0.05284887181980036,False,True,True
739,1,2,2025-11-03,Geometrie: KrZyKeg,1,kognition,1.9342871926371,1,3.1073267084519,0.62249037491684,0.0,0.11492455442266,0.23104024420111,0.44023969477505,0.50017229306716,0.31926280320256,-0.9128975952618998,False,False,True
740,1,2,2025-11-03,Geometrie: KrZyKeg,1,kognition,1.7810481523429,1,3.4485985759833,0.51645413305136,0.19987339821091,0.26136553149895,0.38073011467188,0.4730752660784,0.39683639254655,0.31428213854986,0.3412718675314004,False,False,True
741,1,2,2025-11-03,Geometrie: KrZyKeg,1,motivation,2.0818792519938,1,4.2766590717479,0.33209301290047,0.37841837691444,0.38256831241431,0.48679923956401,0.28414573900136,0.39297120036295,0.35778751746519,0.8280604957645994,False,True,True
742,1,2,2025-11-03,Geometrie: KrZyKeg,1,kognition,1.2611174102,1,2.3952654381643,0.52650204235655,0.11634635597757,0.15877535207586,0.29265668669538,0.38319488600229,0.4197213856147,0.52477506057088,-1.8813936335835995,False,True,True
734,3,2,2025-11-05,Geometrie: KrZylKeg,1,performanz,1.7146760432305,1,3.3685945007785,0.46692129171518,0.043118259161777,0.034712611149409,0.40662835417337,0.37420596681409,0.50901672868817,0.46307630734881,0.9733290626141997,False,True,True
735,3,2,2025-11-05,Geometrie: KrZylKeg,1,performanz,2.0727800937162,1,3.3171643288248,0.52909083961634,0.0,0.29748094803146,0.27124453844477,0.37170182269161,0.62486317818892,0.17138291539365,-0.05143017195370003,False,False,True
736,3,2,2025-11-05,Geometrie: KrZylKeg,1,motivation,1.8151486855143,1,2.9587323352089,0.20418107569392,0.27982740008289,0.36160357600822,0.61348656958536,0.19574299446748,0.33674943419556,0.47027814781919,-0.3584319936158997,False,True,True
737,3,2,2025-11-05,Geometrie: KrZylKeg,1,kognition,2.0461096300162,1,3.8838793061339,0.52681975945728,0.069481231038198,0.10297437976036,0.38799774098501,0.3506570616886,0.45990962201269,0.47117400700764,0.9251469709249998,False,True,True
1228,1,2,2025-11-10,Geometrie: komplÜb,1,regulation,2.2831943720438,1,4.6221765003632,0.42028364349602,0.07674949586674,0.058605948586205,0.41798896030911,0.44907287797465,0.44005726793527,0.4939641383714,0.7382971942293004,False,True,True
1229,1,2,2025-11-10,Geometrie: komplÜb,1,kognition,2.5726698491549,1,4.9706070017029,0.51757555415626,0.032610383914937,0.19331883115144,0.36955472910845,0.42609468091285,0.45090795231749,0.41500669646393,0.3484305013397,False,True,True
1230,1,2,2025-11-10,Geometrie: komplÜb,1,kognition,1.8346726067272,1,3.2578547618,0.56315186199242,0.031352009134577,0.21853304168741,0.26739485678908,0.44746296860024,0.50787483501136,0.32319380690867,-1.7127522399029003,False,False,True
1231,1,2,2025-11-10,Geometrie: komplÜb,1,performanz,2.06132346452,1,3.8092753542734,0.46064846728107,0.033447451813805,0.14540012885798,0.38824406928337,0.41376980713662,0.54113128128023,0.38829864222467,0.5514205924733999,False,True,True
1224,3,2,2025-11-12,Geometrie: KrZyl...,1,performanz,1.7507822794422,1,3.5816981353789,0.43084191867104,0.27919639518428,0.041731643197581,0.42322013003075,0.38270708324899,0.48881210117278,0.41250483607193,-0.2275772188945,False,False,True
1225,3,2,2025-11-12,Geometrie: KrZyl...,1,kognition,2.1820491743331,1,4.4336617364237,0.49215397621954,0.1998670220788,0.11445072171214,0.39248883283008,0.46126862894737,0.42771883525212,0.39366803854352,0.8519636010447997,False,True,True
1226,3,2,2025-11-12,Geometrie: KrZyl...,1,regulation,1.8368648761565,1,4.1100040351697,0.41981738804784,0.2174398262812,0.25997503083373,0.40458725813174,0.44247009024899,0.38687142347094,0.446924234428,-0.3236577012539996,False,True,True
1227,3,2,2025-11-12,Geometrie: KrZyl...,1,motivation,1.8934141982597,1,3.6130190037089,0.39519609169617,0.022142086298747,0.27097533602843,0.52405175721425,0.30923960994252,0.43341160873097,0.4602082199323,-0.4969850314608002,False,True,True
1219,1,2,2025-11-17,Weitere Themen: Korr LK,1,kognition,2.0547114305757,1,4.0202243037138,0.51109245764048,0.032870016624614,0.15348776998845,0.35931223423551,0.44420521406901,0.50173089465934,0.36875892782791,0.40720530000489985,False,True,True
1220,1,2,2025-11-17,Weitere Themen: Korr LK,1,regulation,-1.712806806005,-1,2.9653595495889,-0.20219386541625,-0.18069038041423,-0.29327587606756,-0.36969931156883,-0.2554656660155,-0.55216433394578,-0.57760315446769,-1.0548647541248997,True,True,True
1221,1,2,2025-11-17,Weitere Themen: Korr LK,1,kognition,2.2147698359634,1,4.5051999610504,0.49160191314302,0.062345305630295,0.07325617380748,0.40938129345955,0.38284523733197,0.45825543665079,0.47424482196104,1.5398404114615003,True,True,True
1222,1,2,2025-11-17,Weitere Themen: Korr LK,1,kognition,2.1820491743331,1,4.4336617364237,0.49215397621954,0.1998670220788,0.11445072171214,0.39248883283008,0.46126862894737,0.42771883525212,0.39366803854352,-0.07153822462670067,False,False,True
1223,1,2,2025-11-17,Weitere Themen: Korr LK,1,kognition,2.1462963786463,1,4.3406553652064,0.49446253006518,0.26550279432215,0.053552965854877,0.37877182858556,0.4109033095443,0.44109602015534,0.41864927793105,-0.09300637121729949,False,False,True
1214,1,2,2025-11-24,Brüche: GRA,1,kognition,2.5299323006465,1,4.4248015064122,0.57176046866182,0.052169000706233,0.13681307367429,0.33444133727735,0.45024896048661,0.45411408885347,0.36173372051404,0.08414614120579955,False,False,True
1215,1,2,2025-11-24,Brüche: GRA,1,kognition,1.8124059963247,1,2.7008782028216,0.67104073187158,0.0,0.13221920340388,0.18986342323182,0.46057081054162,0.46390437256253,0.26236264134944,-1.7239233035905999,False,False,True
1216,1,2,2025-11-24,Brüche: GRA,1,regulation,1.9126138920563,1,4.0164817262936,0.4588553814492,0.047909025290553,0.09026084042588,0.38084333672938,0.45894389366437,0.44336919087771,0.47619017351276,1.3156035234720003,False,True,True
1217,1,2,2025-11-24,Brüche: GRA,1,methodik,1.6923157810732,1,3.4333342274091,0.45560273520211,0.048083977176934,0.071709281313335,0.3792497481292,0.49290594504422,0.4472213857957,0.44516561249039,-0.5831474988845002,False,True,True
1218,1,2,2025-11-24,Brüche: GRA,1,performanz,1.7623605672214,1,3.1844962872024,0.35830210771604,0.21987884155731,0.30560875784078,0.47619592143151,0.25159370964146,0.55341720451418,0.36542762457524,-0.24883794020670003,False,True,True
1210,3,2,2025-11-26,Geometrie: KugelKegel,1,performanz,2.1018406752718,1,4.0297451295107,0.50229795388456,0.030986423052732,0.16577460984972,0.36043056753727,0.43342058043781,0.52158024686899,0.35977892556151,0.8452488423083002,False,False,True
1211,3,2,2025-11-26,Geometrie: KugelKegel,1,kognition,2.7431027601632,1,4.4247995695105,0.61993690735636,0.028768242753371,0.20958625007286,0.24606156155614,0.50280793819869,0.42502155926261,0.27733420685918,0.39505443999980017,False,True,True
1212,3,2,2025-11-26,Geometrie: KugelKegel,1,motivation,0.85188551646247,1,1.5890209998845,0.33406255970934,0.45645506608696,0.46047891028742,0.53610377426518,0.18684581263477,0.36274856741847,0.11871153327529,-2.835778569626,False,True,True
1213,3,2,2025-11-26,Geometrie: KugelKegel,1,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5890209998845,True,True,True
1205,1,2,2025-12-01,Geometrie: KreisZyl,1,kognition,1.6517086769815,1,3.1105149252108,0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904,3.1105149252108,True,True,True
1206,1,2,2025-12-01,Geometrie: KreisZyl,1,performanz,1.8608741963844,1,3.0556171049096,0.55550638970887,0.0,0.29078875442313,0.25128473348535,0.3845063379814,0.60899911294624,0.15804728787018,-0.05489782030120027,False,True,True
